,Municipio,Municipal,Estado,Gobernador,Partido
1635,Pajapan,Claudio Trujillo Cruz,Veracruz,Cuitlahuac Garcia Jimenez,Movimiento Regeneración Nacional
1636,Panuco,Oscar Guzman De Paz,Veracruz,Cuitlahuac Garcia Jimenez,Movimiento Regeneración Nacional
1637,Papantla,Erick Dominguez Vazquez,Veracruz,Cuitlahuac Garcia Jimenez,Movimiento Regeneración Nacional
1638,Paso del Macho,Blanca Estela Hernandez Rodriguez,Veracruz,Cuitlahuac Garcia Jimenez,Partido Verde Ecologista de México
1639,Paso de Ovejas,Mario Mafara Ramirez,Veracruz,Cuitlahuac Garcia Jimenez,Partido Verde Ecologista de México
1640,La Perla,Ruth Garcia Meza,Veracruz,Cuitlahuac Garcia Jimenez,Partido Acción Nacional
1641,Perote,Delfino Ortega Martinez,Veracruz,Cuitlahuac Garcia Jimenez,Partido Revolucionario Institucional
1642,Platon Sanchez,Guilebaldo Flores Lopez,Veracruz,Cuitlahuac Garcia Jimenez,Movimiento Regeneración Nacional
1643,Playa Vicente,Urbano Bautista Martinez,Veracruz,Cuitlahuac Garcia Jimenez,Movimiento Regeneración Nacional
1644,Poza Rica de Hidalgo,Fernando Luis Remes Garza,Veracruz,Cuitlahuac Garcia Jimenez,Movimiento Regeneración Nacional
1645,Pueblo Viejo,Valeria Nieto Reynoso,Veracruz,Cuitlahuac Garcia Jimenez,Movimiento Regeneración Nacional
1646,Puente Nacional,Roberto Montiel Montiel,Veracruz,Cuitlahuac Garcia Jimenez,Partido Verde Ecologista de México
1647,Rafael Delgado,Isauro Ambrosio Tocohua,Veracruz,Cuitlahuac Garcia Jimenez,Fuerza por México
1648,Rafael Lucio,Damian Hernandez Hernandez,Veracruz,Cuitlahuac Garcia Jimenez,Fuerza por México
1649,Los Reyes,Lucio Tetla Tezoco,Veracruz,Cuitlahuac Garcia Jimenez,Movimiento Ciudadano
1650,Rio Blanco,Ricardo Perez Garcia,Veracruz,Cuitlahuac Garcia Jimenez,Movimiento Regeneración Nacional
1651,Saltabarranca,Manuel Dionicio Rojas Montane,Veracruz,Cuitlahuac Garcia Jimenez,Movimiento Regeneración Nacional
1652,San Andres Tenejapan,Armando Alvarez Morales,Veracruz,Cuitlahuac Garcia Jimenez,Todos por Veracruz
1653,San Andres Tuxtla,Maria Elena Solana Calzada,Veracruz,Cuitlahuac Garcia Jimenez,Movimiento Regeneración Nacional
1654,San Juan Evangelista,Justino Guillen Lagunes,Veracruz,Cuitlahuac Garcia Jimenez,Partido Verde Ecologista de México
1655,Santiago Tuxtla,Brianda Kristel Hernandez Topete,Veracruz,Cuitlahuac Garcia Jimenez,Partido de la Revolución Democrática
1656,Sayula de Aleman,Lorena Sanchez Vargas,Veracruz,Cuitlahuac Garcia Jimenez,Movimiento Regeneración Nacional
1657,Soconusco,Cuauhtemoc Baruch Custodio,Veracruz,Cuitlahuac Garcia Jimenez,Movimiento Regeneración Nacional
1658,Sochiapa,Elizabeth Reyes Morales,Veracruz,Cuitlahuac Garcia Jimenez,Partido Verde Ecologista de México
1659,Soledad Atzompa,Demetrio Cruz De Jesus,Veracruz,Cuitlahuac Garcia Jimenez,Partido Revolucionario Institucional
1660,Soledad de Doblado,Arantxa Lizbeth Zamitiz Sosa,Veracruz,Cuitlahuac Garcia Jimenez,Partido Verde Ecologista de México
1661,Soteapan,Rafael Hernandez Hernandez,Veracruz,Cuitlahuac Garcia Jimenez,Partido Revolucionario Institucional
1662,Tamalin,Erika Burgos Cenobio,Veracruz,Cuitlahuac Garcia Jimenez,Partido Revolucionario Institucional
1663,Tamiahua,Linda Guadalupe Rodriguez Torres,Veracruz,Cuitlahuac Garcia Jimenez,Movimiento Regeneración Nacional
1664,Tampico Alto,Vanessa Lopez Rangel,Veracruz,Cuitlahuac Garcia Jimenez,Movimiento Regeneración Nacional
1665,Tantima,Rosalia Muñoz Mendo,Veracruz,Cuitlahuac Garcia Jimenez,Movimiento Regeneración Nacional
1666,Tantoyuca,Jesus Guzman Aviles,Veracruz,Cuitlahuac Garcia Jimenez,Partido Acción Nacional
1667,Tatatila,Margarita Hernandez Martinez,Veracruz,Cuitlahuac Garcia Jimenez,Partido Revolucionario Institucional
1668,Castillo de Teayo,Esteban Avila Hernandez,Veracruz,Cuitlahuac Garcia Jimenez,Partido Acción Nacional
1669,Tecolutla,Gabriela Valdez Santes,Veracruz,Cuitlahuac Garcia Jimenez,Partido Verde Ecologista de México
1670,Tehuipango,Francisco Quiahua Calihua,Veracruz,Cuitlahuac Garcia Jimenez,Partido Acción Nacional
1671,Alamo Temapache,Blanca Lilia Arrieta Pardo,Veracruz,Cuitlahuac Garcia Jimenez,Movimiento Regeneración Nacional
1672,Tempoal,Nestor Rodolfo Rivera Perez,Veracruz,Cuitlahuac Garcia Jimenez,Partido Encuentro Solidario
1673,Tenampa,Gloria Sanchez Reyes,Veracruz,Cuitlahuac Garcia Jimenez,Fuerza por México
1674,Tenochtitlan,Abraham Landa Candanedo,Veracruz,Cuitlahuac Garcia Jimenez,Partido de la Revolución Democrática
1675,Teocelo,Isaac Alberto Anell Reyes,Veracruz,Cuitlahuac Garcia Jimenez,Partido del Trabajo
1676,Tepatlaxco,Juan Francisco Peralta Rivera,Veracruz,Cuitlahuac Garcia Jimenez,Partido Revolucionario Institucional
1677,Tepetlan,Leonardo Daniel Aguilar Hernandez,Veracruz,Cuitlahuac Garcia Jimenez,Partido del Trabajo
1678,Tepetzintla,Roberto Miguel Galvan,Veracruz,Cuitlahuac Garcia Jimenez,Movimiento Ciudadano
1679,Tequila,Jesus Valencia Morales,Veracruz,Cuitlahuac Garcia Jimenez,Partido Verde Ecologista de México
1680,Jose Azueta,Giovanny Auli Moo,Veracruz,Cuitlahuac Garcia Jimenez,Movimiento Regeneración Nacional
1681,Texcatepec,Amalia Sanchez Alonso,Veracruz,Cuitlahuac Garcia Jimenez,Movimiento Regeneración Nacional
1682,Texhuacan,Maria Regina Calixto Tello,Veracruz,Cuitlahuac Garcia Jimenez,Movimiento Regeneración Nacional
1683,Texistepec,Victor Manuel Sanchez Florentino,Veracruz,Cuitlahuac Garcia Jimenez,Movimiento Regeneración Nacional
1684,Tezonapa,Claudia Rosales Colina,Veracruz,Cuitlahuac Garcia Jimenez,Partido Verde Ecologista de México
1685,Tierra Blanca,Alvaro Gomez Flores,Veracruz,Cuitlahuac Garcia Jimenez,Movimiento Regeneración Nacional
1686,Tihuatlan,Leobardo Gomez Gonzalez,Veracruz,Cuitlahuac Garcia Jimenez,Partido Revolucionario Institucional
1687,Tlacojalpan,Francisco Javier Carvajal Ochoa,Veracruz,Cuitlahuac Garcia Jimenez,Partido del Trabajo
1688,Tlacolulan,Raul Velasco Hernandez,Veracruz,Cuitlahuac Garcia Jimenez,Redes Sociales Progresistas
1689,Tlacotalpan,Luis Medina Aguirre,Veracruz,Cuitlahuac Garcia Jimenez,Movimiento Ciudadano
1690,Tlachichilco,Nancy Rueda Hernandez,Veracruz,Cuitlahuac Garcia Jimenez,Movimiento Regeneración Nacional
1691,Tlalixcoyan,Elvia Illescas Loyo,Veracruz,Cuitlahuac Garcia Jimenez,Partido Acción Nacional
1692,Tlalnelhuayocan,Fanny Alejandra Muñoz Alfonso,Veracruz,Cuitlahuac Garcia Jimenez,Movimiento Regeneración Nacional
1693,Tlapacoyan,Salvador Murrieta Moreno,Veracruz,Cuitlahuac Garcia Jimenez,Movimiento Regeneración Nacional
1694,Tlilapan,Jaime Lopez Montalvo,Veracruz,Cuitlahuac Garcia Jimenez,Movimiento Ciudadano
1695,Tomatlan,Antonio Flores Cancino,Veracruz,Cuitlahuac Garcia Jimenez,Partido del Trabajo
1696,Tonayan,Gildardo Apodaca Quiñones,Veracruz,Cuitlahuac Garcia Jimenez,Partido Revolucionario Institucional
1697,Totutla,Nora maria Acosta Gamboa,Veracruz,Cuitlahuac Garcia Jimenez,Partido Verde Ecologista de México
1698,Tuxpan,Jose Manuel Pozos Castro,Veracruz,Cuitlahuac Garcia Jimenez,Movimiento Regeneración Nacional
1699,Tuxtilla,Leidy del Carmen Vergara Andrade,Veracruz,Cuitlahuac Garcia Jimenez,Partido del Trabajo
1700,Ursulo Galvan,Eder Jero Hernandez Lara,Veracruz,Cuitlahuac Garcia Jimenez,Todos por Veracruz
1701,Vega de Alatorre,Milen Cuevas Dominguez,Veracruz,Cuitlahuac Garcia Jimenez,Partido Verde Ecologista de México
1702,Veracruz,Patricia Lobeira Rodriguez,Veracruz,Cuitlahuac Garcia Jimenez,Partido Acción Nacional
1703,Villa Aldama,Guadalupe Romero Sanchez,Veracruz,Cuitlahuac Garcia Jimenez,Partido Encuentro Solidario
1704,Xoxocotla,Celsa Rosales Carvajal,Veracruz,Cuitlahuac Garcia Jimenez,Partido Acción Nacional
1705,Yanga,Fernando Nicolas Gordillo Torres,Veracruz,Cuitlahuac Garcia Jimenez,Partido Revolucionario Institucional
1706,Yecuatla,Edgar Jimenez Perez,Veracruz,Cuitlahuac Garcia Jimenez,Movimiento Ciudadano
1707,Zacualpan,Fernando Luna Solis,Veracruz,Cuitlahuac Garcia Jimenez,Partido de la Revolución Democrática
1708,Zaragoza,Miguel Angel Grajales Martinez,Veracruz,Cuitlahuac Garcia Jimenez,Movimiento Regeneración Nacional
1709,Zentla,Rafael Lopez Hernandez,Veracruz,Cuitlahuac Garcia Jimenez,Partido Acción Nacional
1710,Zongolica,Benito Aguas Atlahua,Veracruz,Cuitlahuac Garcia Jimenez,Partido Verde Ecologista de México
1711,Zontecomatlan de Lopez y Fuentes,Adrian Feliciano Martinez,Veracruz,Cuitlahuac Garcia Jimenez,Partido Acción Nacional
1712,Zozocolco de Hidalgo,Serafin Perez Carmona,Veracruz,Cuitlahuac Garcia Jimenez,Partido Acción Nacional
1713,Agua Dulce,Jose Noe Castillo Olvera,Veracruz,Cuitlahuac Garcia Jimenez,Movimiento Regeneración Nacional
1714,El Higo,Victor Manuel de la Garza Sanchez,Veracruz,Cuitlahuac Garcia Jimenez,Partido Verde Ecologista de México
1715,Nanchital de Lazaro Cardenas del Rio,Esmeralda Mora Zamudio,Veracruz,Cuitlahuac Garcia Jimenez,Movimiento Regeneración Nacional
1716,Tres Valles,Zulema del Carmen Aguilar Garcia,Veracruz,Cuitlahuac Garcia Jimenez,Movimiento Regeneración Nacional
1717,Carlos A. Carrillo,Onan Hernandez Lopez,Veracruz,Cuitlahuac Garcia Jimenez,Partido Revolucionario Institucional
1718,Tatahuicapan de Juarez,Eusebio Gonzalez Hernandez,Veracruz,Cuitlahuac Garcia Jimenez,Movimiento Regeneración Nacional
1719,Uxpanapa,Alonso Jaimes Ayala,Veracruz,Cuitlahuac Garcia Jimenez,Partido Acción Nacional
1720,San Rafael,Hector Lagunes Reyes,Veracruz,Cuitlahuac Garcia Jimenez,Partido de la Revolución Democrática
1721,Santiago Sochiapan,Maria Isela Lopez Alvarez,Veracruz,Cuitlahuac Garcia Jimenez,Partido Revolucionario Institucional
1722,Abala,Maria Lorenza Ayala Lopez,Yucatan,Mauricio Vila Dosal,Partido Revolucionario Institucional
1723,Acanceh,Mario Cruz Herrera,Yucatan,Mauricio Vila Dosal,Nueva Alianza
1724,Akil,Iginia Adalberta Zapata Chi,Yucatan,Mauricio Vila Dosal,Partido del Trabajo
1725,Baca,Freddy Miguel Basto Basto,Yucatan,Mauricio Vila Dosal,Partido Verde Ecologista de México
1726,Bokoba,Ruby Alejandrina Sosa Perez,Yucatan,Mauricio Vila Dosal,Partido Revolucionario Institucional
1727,Buctzotz,Victor Manuel Campos Baeza,Yucatan,Mauricio Vila Dosal,Partido Acción Nacional
1728,Cacalchen,Abigail De Guadalupe Perez Vazquez,Yucatan,Mauricio Vila Dosal,Partido Revolucionario Institucional
1729,Calotmul,Luis Fernely Polanco Tun,Yucatan,Mauricio Vila Dosal,Partido Revolucionario Institucional
1730,Cansahcab,Paulino Ek Chan,Yucatan,Mauricio Vila Dosal,Partido Acción Nacional
1731,Cantamayec,Wilian Rafael Bermon Conrrado,Yucatan,Mauricio Vila Dosal,Partido Revolucionario Institucional
1732,Celestun,Jose Asuncion Ramirez Perera,Yucatan,Mauricio Vila Dosal,Partido Acción Nacional
1733,Cenotillo,Angel Hermenegildo Cardoz Fernandez,Yucatan,Mauricio Vila Dosal,Partido Acción Nacional
1734,Conkal,Hiselle del Carmen Diaz del Castillo Canche,Yucatan,Mauricio Vila Dosal,Partido Revolucionario Institucional
1735,Cuncunul,Tila Rosado Chalas,Yucatan,Mauricio Vila Dosal,Partido Revolucionario Institucional
1736,Cuzama,Victor Manuel Soberanis Villanueva,Yucatan,Mauricio Vila Dosal,Partido Acción Nacional
1737,Chacsinkin,Roger Humberto Sanchez Angulo,Yucatan,Mauricio Vila Dosal,Partido Revolucionario Institucional
1738,Chankom,Concepcion Tamay Noh,Yucatan,Mauricio Vila Dosal,Partido Revolucionario Institucional
1739,Chapab,Lizbet Concepcion Rivero Zapata,Yucatan,Mauricio Vila Dosal,Partido Revolucionario Institucional
1740,Chemax,Lucio Balam Herrera,Yucatan,Mauricio Vila Dosal,Partido Acción Nacional
1741,Chicxulub Pueblo,Amilcar Abricel Reyes Marin,Yucatan,Mauricio Vila Dosal,Partido Acción Nacional
1742,Chichimila,Francisco Medina Martin,Yucatan,Mauricio Vila Dosal,Partido Revolucionario Institucional
1743,Chikindzonot,Isidro Kauil Chan,Yucatan,Mauricio Vila Dosal,Partido Revolucionario Institucional
1744,Chochola,Erwin Obet Martin Alcocer,Yucatan,Mauricio Vila Dosal,Partido Revolucionario Institucional
1745,Chumayel,Clemente Julian Cano Chan,Yucatan,Mauricio Vila Dosal,Movimiento Regeneración Nacional
1746,Dzan,Jose Antonio Perez Cabrera,Yucatan,Mauricio Vila Dosal,Partido Revolucionario Institucional
1747,Dzemul,Jose Wilberto Flota Ake,Yucatan,Mauricio Vila Dosal,Movimiento Ciudadano
1748,Dzidzantun,Ismael Aguilar Puc,Yucatan,Mauricio Vila Dosal,Partido Revolucionario Institucional
1749,Dzilam de Bravo,Daniel Armando Herrera Rivera,Yucatan,Mauricio Vila Dosal,Partido Revolucionario Institucional
1750,Dzilam Gonzalez,Christian Ismael Carrillo Baeza,Yucatan,Mauricio Vila Dosal,Partido Revolucionario Institucional
1751,Dzitas,Juan Francisco Perez Koh,Yucatan,Mauricio Vila Dosal,Partido Acción Nacional
1752,Dzoncauich,Gloria Magaly Raz Cohuo,Yucatan,Mauricio Vila Dosal,Partido Revolucionario Institucional
1753,Espita,Martha Eugenia Mena Alcocer,Yucatan,Mauricio Vila Dosal,Partido Acción Nacional
1754,Halacho,Rodolfo Abelardo Castillo Huchim,Yucatan,Mauricio Vila Dosal,Nueva Alianza
1755,Hocaba,Eduardo Enrique Euan Franco,Yucatan,Mauricio Vila Dosal,Partido Revolucionario Institucional
1756,Hoctun,Herberth Ismael Ojeda Sarabia,Yucatan,Mauricio Vila Dosal,Partido de la Revolución Democrática
1757,Homun,Sandra Marisol Gongora Salas,Yucatan,Mauricio Vila Dosal,Partido Revolucionario Institucional
1758,Huhi,Roger Marcel Benitez Espinola,Yucatan,Mauricio Vila Dosal,Partido Acción Nacional
1759,Hunucma,Edna Marisa Franco Ceballos,Yucatan,Mauricio Vila Dosal,Movimiento Regeneración Nacional
1760,Ixil,Sandra Raquel Pech Chi,Yucatan,Mauricio Vila Dosal,Partido Acción Nacional
1761,Izamal,Warnel May Escobar,Yucatan,Mauricio Vila Dosal,Partido Revolucionario Institucional
1762,Kanasin,Edwin Jose Bojorquez Ramirez,Yucatan,Mauricio Vila Dosal,Partido Acción Nacional
1763,Kantunil,Lorena Patricia Gamboa May,Yucatan,Mauricio Vila Dosal,Partido Acción Nacional
1764,Kaua,Crecencio Noh Cen,Yucatan,Mauricio Vila Dosal,Movimiento Regeneración Nacional
1765,Kinchil,Carlos Valentin Pech Dzib,Yucatan,Mauricio Vila Dosal,Partido Acción Nacional
1766,Kopoma,Hector Manuel Yah Moo,Yucatan,Mauricio Vila Dosal,Partido Revolucionario Institucional
1767,Mama,Maria Ines Pacheco Poot,Yucatan,Mauricio Vila Dosal,Partido Revolucionario Institucional
1768,Mani,Fredi Evaristo Interian Bojorquez,Yucatan,Mauricio Vila Dosal,Partido Acción Nacional
1769,Maxcanu,Camilo Delelys May Cauich,Yucatan,Mauricio Vila Dosal,Partido Revolucionario Institucional
1770,Mayapan,Victor Manuel Pool Cen,Yucatan,Mauricio Vila Dosal,Partido Acción Nacional
1771,Merida,Renan Alberto Barrera Concha,Yucatan,Mauricio Vila Dosal,Partido Acción Nacional
1772,Mococha,Pablo Alejandro Cutz Dominguez,Yucatan,Mauricio Vila Dosal,Partido Revolucionario Institucional
1773,Motul,Roger Rafael Aguilar Arroyo,Yucatan,Mauricio Vila Dosal,Partido Revolucionario Institucional
1774,Muna,Maria Eloisa Castro Contreras,Yucatan,Mauricio Vila Dosal,Partido Acción Nacional
1775,Muxupip,Maria Ynes Chim Ake,Yucatan,Mauricio Vila Dosal,Partido Acción Nacional
1776,Opichen,Sandi Emanuel Calan Ordoñez,Yucatan,Mauricio Vila Dosal,Movimiento Regeneración Nacional
1777,Oxkutzcab,Juan Jose Martin Fragoso,Yucatan,Mauricio Vila Dosal,Partido Revolucionario Institucional
1778,Panaba,Omar Adiel Mena Narvaez,Yucatan,Mauricio Vila Dosal,Partido Acción Nacional
1779,Peto,Renan Gabriel Jimenez Tah,Yucatan,Mauricio Vila Dosal,Partido Verde Ecologista de México
1780,Progreso,Julian Zacarias Curi,Yucatan,Mauricio Vila Dosal,Partido Acción Nacional
1781,Quintana Roo,Maria Minelia De Jesus Uicab Cel,Yucatan,Mauricio Vila Dosal,Partido Acción Nacional
1782,Rio Lagartos,Floricely Del Carmen Alcocer Marfil,Yucatan,Mauricio Vila Dosal,Partido Revolucionario Institucional
1783,Sacalum,Silvia Ester Interian Espadas,Yucatan,Mauricio Vila Dosal,Partido Acción Nacional
1784,Samahil,Samuel Mayen Poot,Yucatan,Mauricio Vila Dosal,Partido Verde Ecologista de México
1785,Sanahcat,Alma Ernestina Manzanero Polanco,Yucatan,Mauricio Vila Dosal,Partido Acción Nacional
1786,San Felipe,Felipe Antonio Marrufo Lopez,Yucatan,Mauricio Vila Dosal,Partido Revolucionario Institucional
1787,Santa Elena,Galdino Poot Moreno,Yucatan,Mauricio Vila Dosal,Partido Acción Nacional
1788,Seye,Diana Isabel Dzul Leo,Yucatan,Mauricio Vila Dosal,Partido de la Revolución Democrática
1789,Sinanche,Felipa Nery Mena Aguilar,Yucatan,Mauricio Vila Dosal,Partido Acción Nacional
1790,Sotuta,Gerardo Jacobo Cuxin Alfaro,Yucatan,Mauricio Vila Dosal,Partido Verde Ecologista de México
1791,Sucila,Gabriela De Jesus Pool Camelo,Yucatan,Mauricio Vila Dosal,Partido Acción Nacional
1792,Sudzal,Alejandro Duarte Caamal,Yucatan,Mauricio Vila Dosal,Partido Revolucionario Institucional
1793,Suma,Jose De La Cruz Pacheco Bazan,Yucatan,Mauricio Vila Dosal,Partido Revolucionario Institucional
1794,Tahdziu,Abraham Ake Uc,Yucatan,Mauricio Vila Dosal,Partido Acción Nacional
1795,Tahmek,Neyda Maria Heredia Leal,Yucatan,Mauricio Vila Dosal,Partido Acción Nacional
1796,Teabo,Aida Maria De Jesus Fernandez Gongora,Yucatan,Mauricio Vila Dosal,Partido Acción Nacional
1797,Tecoh,Joel Isaac Achach Diaz,Yucatan,Mauricio Vila Dosal,Partido Revolucionario Institucional
1798,Tekal de Venegas,Jose Antonio Aragon Uicab,Yucatan,Mauricio Vila Dosal,Partido Acción Nacional
1799,Tekanto,Marbin Erbey Carrillo Sosa,Yucatan,Mauricio Vila Dosal,Partido Acción Nacional
1800,Tekax,Diego Jose Avila Romero,Yucatan,Mauricio Vila Dosal,Partido Acción Nacional
1801,Tekit,Felipe De Jesus Medina Coli,Yucatan,Mauricio Vila Dosal,Movimiento Regeneración Nacional
1802,Tekom,Gloria Aracelly Cocom Can,Yucatan,Mauricio Vila Dosal,Partido Revolucionario Institucional
1803,Telchac Pueblo,Juan Jacobo Lopez Alvarez,Yucatan,Mauricio Vila Dosal,Partido Revolucionario Institucional
1804,Telchac Puerto,Juan Alfredo Marrufo Diaz,Yucatan,Mauricio Vila Dosal,Partido Revolucionario Institucional
1805,Temax,Angel Antonio Gonzalez Escalante,Yucatan,Mauricio Vila Dosal,Partido Acción Nacional
1806,Temozon,Carlos Manuel Kuyoc Castillo,Yucatan,Mauricio Vila Dosal,Movimiento Regeneración Nacional
1807,Tepakan,Weyler Aaron Coral Manrique,Yucatan,Mauricio Vila Dosal,Partido de la Revolución Democrática
1808,Tetiz,Melesio Canche Ruiz,Yucatan,Mauricio Vila Dosal,Partido Revolucionario Institucional
1809,Teya,Jose Bernardo Rodriguez Arceo,Yucatan,Mauricio Vila Dosal,Partido Acción Nacional
1810,Ticul,Rafael Gerardo Montalvo Mata,Yucatan,Mauricio Vila Dosal,Partido Acción Nacional
1811,Timucuy,Marsi Rosana Ceh Teh,Yucatan,Mauricio Vila Dosal,Partido Revolucionario Institucional
1812,Tinum,Alicia Aurora Gongora Mejia,Yucatan,Mauricio Vila Dosal,Partido Acción Nacional
1813,Tixcacalcupul,Ramon Nonato Tun Chan,Yucatan,Mauricio Vila Dosal,Partido Revolucionario Institucional
1814,Tixkokob,Fabian Andres De Jesus Rivera Frias,Yucatan,Mauricio Vila Dosal,Nueva Alianza
1815,Tixmehuac,Angelica Panti Cervera,Yucatan,Mauricio Vila Dosal,Partido Revolucionario Institucional
1816,Tixpehual,Victor Rene Lara Cauich,Yucatan,Mauricio Vila Dosal,Movimiento Regeneración Nacional
1817,Tizimin,Pedro Francisco Couoh Suaste,Yucatan,Mauricio Vila Dosal,Partido Acción Nacional
1818,Tunkas,Jorge Ricardo Kuh Mendez,Yucatan,Mauricio Vila Dosal,Partido Acción Nacional
1819,Tzucacab,Freddy Alejandro Carrillo Blanco,Yucatan,Mauricio Vila Dosal,Partido del Trabajo
1820,Uayma,Yamili Ivony Cupul Vazquez,Yucatan,Mauricio Vila Dosal,Partido Revolucionario Institucional
1821,Ucu,Gener Ismael Pech Leon,Yucatan,Mauricio Vila Dosal,Partido Verde Ecologista de México
1822,Uman,Gaspar Ventura Cisneros Polanco,Yucatan,Mauricio Vila Dosal,Partido Acción Nacional
1823,Valladolid,Alfredo Fernandez Arceo,Yucatan,Mauricio Vila Dosal,Partido Acción Nacional
1824,Xocchel,Lourdes Maria Tah Maas,Yucatan,Mauricio Vila Dosal,Partido Acción Nacional
1825,Yaxcaba,Genri Alberto Pacab Herrera,Yucatan,Mauricio Vila Dosal,Partido Acción Nacional
1826,Yaxkukul,Wiliam Jesus Gorocica Falcon,Yucatan,Mauricio Vila Dosal,Nueva Alianza
1827,Yobain,Jesus Alberto Cool Ake,Yucatan,Mauricio Vila Dosal,Partido Encuentro Solidario
1828,Apozol,Gabriela Arellano Quezada,Zacatecas,David Monreal Avila,Movimiento Regeneración Nacional
1829,Apulco,Yanet Morales Huizar,Zacatecas,David Monreal Avila,Partido Revolucionario Institucional
1830,Atolinga,Rosaura Sanchez Bañuelos,Zacatecas,David Monreal Avila,Partido Acción Nacional
1831,Benito Juarez,Erika Yaneth Correa Cortes,Zacatecas,David Monreal Avila,Partido Acción Nacional
1832,Calera,Angel Gerardo Hernandez Vazquez,Zacatecas,David Monreal Avila,Partido Acción Nacional
1833,Cañitas de Felipe Pescador,Marco Antonio Regis Zuñiga,Zacatecas,David Monreal Avila,Partido Verde Ecologista de México
